jset,topic,gene,symbol,rnk,colorcode
Basophils,topic20,11:53613665-53623665;NM_021283.2..Il4,Il4,1,#696969
Granulocytes,topic10,14:64411956-64421956;NM_001253716.1..Msra,Msra,32,#D55E00
Granulocytes,topic10,8:3660761-3670761;NM_026985.1..Mcemp1,Mcemp1,33,#D55E00
Granulocytes,topic10,1:40079767-40089767;NM_010555.4..Il1r2,Il1r2,34,#D55E00
Granulocytes,topic10,9:59286571-59296571;NM_028121.2..Adpgk,Adpgk,35,#D55E00
Granulocytes,topic10,1:171013925-171023925;NM_144559.2..Fcgr4,Fcgr4,36.5,#D55E00
Granulocytes,topic10,9:32691041-32701041;NM_001038642.1..Ets1,Ets1,36.5,#D55E00
Granulocytes,topic10,1:107506509-107516509;NM_011111.4..Serpinb2,Serpinb2,38,#D55E00
Granulocytes,topic10,11:76022782-76032782;NM_029658.1..Fam101b,Fam101b,40.5,#D55E00
Granulocytes,topic10,15:83018138-83028138;NM_001271414.1..Nfam1,Nfam1,40.5,#D55E00
Granulocytes,topic10,6:40566387-40576387;NM_146383.1..Olfr460,Olfr460,40.5,#D55E00
Granulocytes,topic10,9:42119289-42129289;NM_011436.3..Sorl1,Sorl1,40.5,#D55E00
Granulocytes,topic10,2:163745239-163755239;NM_001272052.1..Ada,Ada,43,#D55E00
Granulocytes,topic10,11:9186941-9196941;NM_178259.3..Abca13,Abca13,44.5,#D55E00
Granulocytes,topic10,18:37993969-38003969;NM_001205336.1..Arap3,Arap3,44.5,#D55E00
Granulocytes,topic10,6:8753458-8763458;NM_001252266.1..Ica1,Ica1,46,#D55E00
Granulocytes,topic10,16:95454348-95464348;NM_001302153.1..Erg,Erg,47.5,#D55E00
Granulocytes,topic10,2:153103467-153113467;NM_001172117.1..Hck,Hck,47.5,#D55E00
Granulocytes,topic10,9:110414807-110424807;NM_008694.2..Ngp,Ngp,49,#D55E00
Granulocytes,topic10,2:91091677-91101677;NM_011355.2..Spi1,Spi1,50,#D55E00
Granulocytes,topic10,3:116124688-116134688;NM_011693.3..Vcam1,Vcam1,51,#D55E00
Granulocytes,topic10,1:193259045-193269045;NM_008288.2..Hsd11b1,Hsd11b1,52,#D55E00
Granulocytes,topic10,6:115753999-115763999;NM_144805.2..Tmem40,Tmem40,53.5,#D55E00
Granulocytes,topic10,9:73059147-73069147;NM_001301232.1..Rab27a,Rab27a,53.5,#D55E00
Granulocytes,topic10,9:104332722-104342722;NM_019807.2..Acpp,Acpp,55,#D55E00
Granulocytes,topic10,14:78624290-78634290;NM_001253766.1..Dgkh,Dgkh,56,#D55E00
Granulocytes,topic10,3:90649301-90659301;NM_199422.1..S100a7a,S100a7a,57,#D55E00
Granulocytes,topic10,4:135681456-135691456;NM_174851.3..Ifnlr1,Ifnlr1,58,#D55E00
Granulocytes,topic10,12:34979760-34989760;NM_029294.2..Prps1l1,Prps1l1,59,#D55E00
Granulocytes,topic10,7:43655161-43665161;NM_031181.2..Siglece,Siglece,60,#D55E00
Granulocytes,topic10,13:19819257-19829257;NM_181754.4..Gpr141,Gpr141,61,#D55E00
Granulocytes,topic10,1:193268188-193278188;NM_008059.3..G0s2,G0s2,62.5,#D55E00
Granulocytes,topic10,8:41049796-41059796;NM_001005864.3..Mtus1,Mtus1,62.5,#D55E00
Granulocytes,topic10,12:72659828-72669828;NM_025522.5..Dhrs7,Dhrs7,64,#D55E00
Granulocytes,topic10,2:132685282-132695282;NM_028637.1..1110034G24Rik,1110034G24Rik,65,#D55E00
Granulocytes,topic10,11:83741939-83751939;NM_183249.2..Wfdc21,Wfdc21,66,#D55E00
Granulocytes,topic10,1:74148993-74158993;NM_009909.3..Cxcr2,Cxcr2,67.5,#D55E00
Granulocytes,topic10,18:37992574-38002574;NM_139206.2..Arap3,Arap3,67.5,#D55E00
Granulocytes,topic10,17:33633055-33643055;NM_001002842.2..Pram1,Pram1,69,#D55E00
Granulocytes,topic10,2:126613678-126623678;NM_008230.6..Hdc,Hdc,70,#D55E00
Granulocytes,topic10,4:126019658-126029658;NM_001252651.1..Csf3r,Csf3r,71.5,#D55E00
Granulocytes,topic10,7:24755311-24765311;NM_026862.3..Cd177,Cd177,71.5,#D55E00
Granulocytes,topic10,11:115128992-115138992;NM_001169153.1..Cd300lf,Cd300lf,73,#D55E00
Granulocytes,topic10,17:28853410-28863410;NM_001034885.3..Pnpla1,Pnpla1,74,#D55E00
Granulocytes,topic10,1:160039379-160049379;NM_001162896.1..4930523C07Rik,4930523C07Rik,76,#D55E00
Granulocytes,topic10,2:164351507-164361507;NM_011414.3..Slpi,Slpi,76,#D55E00
Granulocytes,topic10,7:99530485-99540485;NM_177231.2..Arrb1,Arrb1,76,#D55E00
Granulocytes,topic10,13:52591881-52601881;NM_011518.2..Syk,Syk,78.5,#D55E00
Granulocytes,topic10,17:57223136-57233136;NM_009778.3..C3,C3,78.5,#D55E00
Granulocytes,topic10,3:101024495-101034495;NM_001167906.1..Cd101,Cd101,80,#D55E00
Granulocytes,topic10,5:44096736-44106736;NM_001163577.1..Prom1,Prom1,81,#D55E00
Granulocytes,topic10,9:72980376-72990376;NM_001198789.1..Ccpg1os,Ccpg1os,82,#D55E00
Granulocytes,topic10,7:99177713-99187713;NM_026384.3..Dgat2,Dgat2,83.5,#D55E00
Granulocytes,topic10,7:99975458-99985458;NM_175388.3..Rnf169,Rnf169,83.5,#D55E00
Granulocytes,topic10,9:56084975-56094975;NM_011193.2..Pstpip1,Pstpip1,85,#D55E00
Granulocytes,topic10,3:59205882-59215882;NM_028808.3..P2ry13,P2ry13,86,#D55E00
Granulocytes,topic10,11:83424521-83434521;NM_001013759.2..Gas2l2,Gas2l2,87.5,#D55E00
Granulocytes,topic10,7:105370097-105380097;NM_001195727.1..Gm5901,Gm5901,87.5,#D55E00
Granulocytes,topic10,1:107524002-107534002;NM_001160307.1..Serpinb10,Serpinb10,89,#D55E00
Granulocytes,topic10,5:138220903-138230903;NM_001013773.3..Nxpe5,Nxpe5,90,#D55E00
Granulocytes,topic10,10:84528888-84538888;NM_175451.1..Ckap4,Ckap4,91,#D55E00
Granulocytes,topic10,16:16522411-16532411;NM_001301818.1..Fgd4,Fgd4,92,#D55E00
Granulocytes,topic10,19:41380070-41390070;NM_031376.3..Pik3ap1,Pik3ap1,93,#D55E00
Granulocytes,topic10,6:116456178-116466178;NM_009662.2..Alox5,Alox5,94,#D55E00
Granulocytes,topic10,16:48867607-48877607;NM_181596.4..Retnlg,Retnlg,95.5,#D55E00
Granulocytes,topic10,17:43538639-43548639;NM_001254953.1..Ankrd66,Ankrd66,95.5,#D55E00
Granulocytes,topic10,10:77964872-77974872;NM_138301.2..Trpm2,Trpm2,98,#D55E00
Granulocytes,topic10,19:34187269-34197269;NM_029682.4..Stambpl1,Stambpl1,98,#D55E00
Granulocytes,topic10,6:129345243-129355243;NM_177686.4..Clec12a,Clec12a,98,#D55E00
Granulocytes,topic10,4:149161707-149171707;NM_001081274.1..Pgd,Pgd,100.5,#D55E00
Granulocytes,topic10,8:94528027-94538027;NM_153507.2..Cpne2,Cpne2,100.5,#D55E00
Granulocytes,topic10,18:7621863-7631863;NM_001081287.2..Mpp7,Mpp7,102.5,#D55E00
Granulocytes,topic10,6:50256769-50266769;NM_018769.3..Dfna5,Dfna5,102.5,#D55E00
Granulocytes,topic10,1:193237360-193247360;NM_001044751.1..Hsd11b1,Hsd11b1,104,#D55E00
Granulocytes,topic10,7:128057639-128067639;NM_001082960.1..Itgam,Itgam,105,#D55E00
Granulocytes,topic10,8:109574172-109584172;NM_017370.2..Hp,Hp,106,#D55E00
Granulocytes,topic10,17:33550706-33560706;NM_053214.2..Myo1f,Myo1f,108,#D55E00
Granulocytes,topic10,17:56112548-56122548;NM_025874.3..Plin5,Plin5,108,#D55E00
Granulocytes,topic10,17:7165114-7175114;NM_011299.4..Rps6ka2,Rps6ka2,108,#D55E00
Granulocytes,topic10,14:30017632-30027632;NM_175343.5..Chdh,Chdh,110.5,#D55E00
Granulocytes,topic10,15:6574846-6584846;NM_001278269.1..Fyb,Fyb,110.5,#D55E00
Granulocytes,topic10,15:85331380-85341380;NM_016843.3..Atxn10,Atxn10,112,#D55E00
Granulocytes,topic10,6:82769454-82779454;NM_013820.3..Hk2,Hk2,113,#D55E00
Granulocytes,topic10,12:103984943-103994943;NM_199314.2..Serpina11,Serpina11,115.5,#D55E00
Granulocytes,topic10,17:48227738-48237738;NM_021406.5..Trem1,Trem1,115.5,#D55E00
Granulocytes,topic10,17:48259294-48269294;NM_001033922.2..Treml4,Treml4,115.5,#D55E00
Granulocytes,topic10,17:56112298-56122298;NM_001077348.1..Plin5,Plin5,115.5,#D55E00
Granulocytes,topic10,3:106481039-106491039;NM_028110.2..Dennd2d,Dennd2d,118,#D55E00
Granulocytes,topic10,10:5545692-5555692;NM_153399.2..Syne1,Syne1,119.5,#D55E00
Granulocytes,topic10,5:90789533-90799533;NM_011339.2..Cxcl15,Cxcl15,119.5,#D55E00
Granulocytes,topic10,13:55421804-55431804;NM_021489.3..F12,F12,121.5,#D55E00
Granulocytes,topic10,7:16901489-16911489;NM_008967.3..Ptgir,Ptgir,121.5,#D55E00
Granulocytes,topic10,6:40431133-40441133;NM_175528.4..E330009J07Rik,E330009J07Rik,123,#D55E00
Granulocytes,topic10,7:24772203-24782203;NM_007675.4..Ceacam10,Ceacam10,124,#D55E00
Granulocytes,topic10,12:70222683-70232683;NM_133198.2..Pygl,Pygl,125,#D55E00
Granulocytes,topic10,19:8659004-8669004;NM_001112697.1..Chrm1,Chrm1,127.5,#D55E00
Granulocytes,topic10,4:127324125-127334125;NM_008126.2..Gjb3,Gjb3,127.5,#D55E00
Granulocytes,topic10,7:132312155-132322155;NM_029935.5..Chst15,Chst15,127.5,#D55E00
Granulocytes,topic10,9:71157633-71167633;NM_001271843.1..Aqp9,Aqp9,127.5,#D55E00
Granulocytes,topic10,12:111437660-111447660;NM_009396.2..Tnfaip2,Tnfaip2,130.5,#D55E00
Granulocytes,topic10,2:24181475-24191475;NM_153511.3..Il1f9,Il1f9,130.5,#D55E00
Granulocytes,topic10,6:87491327-87501327;NM_175476.4..Arhgap25,Arhgap25,132.5,#D55E00
Granulocytes,topic10,8:66381300-66391300;NM_001166375.1..March1,March1,132.5,#D55E00
Granulocytes,topic10,7:116499368-116509368;NM_001130479.2..Nucb2,Nucb2,134.5,#D55E00
Granulocytes,topic10,9:59534666-59544666;NM_010421.4..Hexa,Hexa,134.5,#D55E00
Granulocytes,topic10,7:121029444-121039444;NM_021554.2..Mettl9,Mettl9,136,#D55E00
Granulocytes,topic10,15:75150260-75160260;NM_001310438.1..Ly6g,Ly6g,138,#D55E00
Granulocytes,topic10,16:16555219-16565219;NM_139232.3..Fgd4,Fgd4,138,#D55E00
Granulocytes,topic10,6:123118315-123128315;NM_001170333.1..Clec4a2,Clec4a2,138,#D55E00
Granulocytes,topic10,2:85131359-85141359;NM_011784.3..Aplnr,Aplnr,140,#D55E00
Granulocytes,topic10,1:39895912-39905912;NM_001252200.1..Map4k4,Map4k4,142,#D55E00
Granulocytes,topic10,16:96438614-96448614;NM_008405.3..Itgb2l,Itgb2l,142,#D55E00
Granulocytes,topic10,6:125344722-125354722;NM_011609.4..Tnfrsf1a,Tnfrsf1a,142,#D55E00
Granulocytes,topic10,2:60378231-60388231;NM_013825.3..Ly75,Ly75,144,#D55E00
Granulocytes,topic10,6:145110635-145120635;NM_001281980.1..Lrmp,Lrmp,145.5,#D55E00
Granulocytes,topic10,8:13021033-13031033;NM_010172.4..F7,F7,145.5,#D55E00
Granulocytes,topic10,10:6975465-6985465;NM_001170800.1..Ipcef1,Ipcef1,147.5,#D55E00
Granulocytes,topic10,3:90664070-90674070;NM_013650.2..S100a8,S100a8,147.5,#D55E00
Granulocytes,topic10,13:40912633-40922633;NM_133219.1..Gcnt2,Gcnt2,150,#D55E00
Granulocytes,topic10,2:35251358-35261358;NM_001206367.1..Gsn,Gsn,150,#D55E00
Granulocytes,topic10,3:15327302-15337302;NM_001076679.2..Gm9733,Gm9733,150,#D55E00
Granulocytes,topic10,19:21773339-21783339;NM_001033759.2..Tmem2,Tmem2,152,#D55E00
Granulocytes,topic10,1:52003239-52013239;NM_011487.5..Stat4,Stat4,153,#D55E00
Granulocytes,topic10,2:148390376-148400376;NM_009219.3..Sstr4,Sstr4,154.5,#D55E00
Granulocytes,topic10,9:7553428-7563428;NM_008611.4..Mmp8,Mmp8,154.5,#D55E00
Granulocytes,topic10,12:103984957-103994957;NM_001166350.1..Serpina11,Serpina11,156,#D55E00
Granulocytes,topic10,8:46485965-46495965;NM_001302163.1..Acsl1,Acsl1,157,#D55E00
Granulocytes,topic10,10:127746798-127756798;NM_007412.2..Gpr182,Gpr182,158,#D55E00
Granulocytes,topic10,7:135600827-135610827;NM_001316679.1..Ptpre,Ptpre,159,#D55E00
Granulocytes,topic10,6:40623830-40633830;NM_001171003.1..Mgam,Mgam,160,#D55E00
Granulocytes,topic10,12:26410262-26420262;NM_001081977.2..Rnf144a,Rnf144a,162,#D55E00
Granulocytes,topic10,17:17882823-17892823;NM_008039.2..Fpr2,Fpr2,162,#D55E00
Granulocytes,topic10,2:158301492-158311492;NM_008489.2..Lbp,Lbp,162,#D55E00
Granulocytes,topic10,1:182277759-182287759;NM_007853.4..Degs1,Degs1,165,#D55E00
Granulocytes,topic10,11:68498018-68508018;NM_001004435.3..Pik3r6,Pik3r6,165,#D55E00
Granulocytes,topic10,2:10148542-10158542;NM_172471.2..Itih5,Itih5,165,#D55E00
Granulocytes,topic10,1:39473747-39483747;NM_018775.4..Tbc1d8,Tbc1d8,167.5,#D55E00
Granulocytes,topic10,9:72980503-72990503;NM_001114328.2..Ccpg1,Ccpg1,167.5,#D55E00
Granulocytes,topic10,4:128988223-128998223;NM_001033966.4..Ak2,Ak2,169,#D55E00
Granulocytes,topic10,5:43777149-43787149;NM_001159963.1..Fbxl5,Fbxl5,171,#D55E00
Granulocytes,topic10,8:3650769-3660769;NM_001204959.1..Retn,Retn,171,#D55E00
Granulocytes,topic10,9:71158289-71168289;NM_022026.3..Aqp9,Aqp9,171,#D55E00
Granulocytes,topic10,2:153060954-153070954;NM_145536.3..Ccm2l,Ccm2l,173.5,#D55E00
Granulocytes,topic10,7:28828793-28838793;NM_010706.2..Lgals4,Lgals4,173.5,#D55E00
Granulocytes,topic10,15:91668223-91678223;NM_025730.3..Lrrk2,Lrrk2,175,#D55E00
Granulocytes,topic10,13:40881757-40891757;NM_008105.3..Gcnt2,Gcnt2,176.5,#D55E00
Granulocytes,topic10,2:29243099-29253099;NM_001305805.1..Ntng2,Ntng2,176.5,#D55E00
Granulocytes,topic10,17:17878939-17888939;NM_013521.2..Fpr1,Fpr1,178,#D55E00
Granulocytes,topic10,10:10467314-10477314;NM_001127353.3..Adgb,Adgb,180.5,#D55E00
Granulocytes,topic10,16:48811855-48821855;NM_023881.4..Retnlb,Retnlb,180.5,#D55E00
Granulocytes,topic10,19:3924716-3934716;NM_026316.2..Aldh3b1,Aldh3b1,180.5,#D55E00
Granulocytes,topic10,4:127325836-127335836;NM_001160012.1..Gjb3,Gjb3,180.5,#D55E00
Granulocytes,topic10,4:117091055-117101055;NM_001312903.1..Ptch2,Ptch2,183.5,#D55E00
Granulocytes,topic10,6:40437862-40447862;NM_201370.2..Wee2,Wee2,183.5,#D55E00
Granulocytes,topic10,19:53324412-53334412;NM_010847.3..Mxi1,Mxi1,185.5,#D55E00
Granulocytes,topic10,2:122776998-122786998;NM_021507.5..Sqrdl,Sqrdl,185.5,#D55E00
Granulocytes,topic10,15:66495910-66505910;NM_019457.2..Lrrc6,Lrrc6,188.5,#D55E00
Granulocytes,topic10,6:129507556-129517556;NM_001081186.1..Tmem52b,Tmem52b,188.5,#D55E00
Granulocytes,topic10,7:18879689-18889689;NM_009402.2..Pglyrp1,Pglyrp1,188.5,#D55E00
Granulocytes,topic10,9:96884474-96894474;NM_001289645.1..Pxylp1,Pxylp1,188.5,#D55E00
Granulocytes,topic10,7:127999377-128009377;NM_001079932.3..Trim72,Trim72,191,#D55E00
Granulocytes,topic10,14:44854375-44864375;NM_008962.4..Ptgdr,Ptgdr,192,#D55E00
Granulocytes,topic10,9:7566395-7576395;NM_001310717.1..Mmp27,Mmp27,193,#D55E00
Granulocytes,topic10,17:48141307-48151307;NM_001177896.1..9830107B12Rik,9830107B12Rik,194,#D55E00
Granulocytes,topic10,14:103042011-103052011;NM_008392.1..Acod1,Acod1,195,#D55E00
Granulocytes,topic10,2:178409533-178419533;NM_001081289.1..Fam217b,Fam217b,196.5,#D55E00
Granulocytes,topic10,5:76178879-76188879;NM_011626.2..Tmem165,Tmem165,196.5,#D55E00
Granulocytes,topic10,1:10227670-10237670;NM_001102430.1..Arfgef1,Arfgef1,199,#D55E00
Granulocytes,topic10,10:59611692-59621692;NM_001033259.4..Mcu,Mcu,199,#D55E00
Granulocytes,topic10,8:13032307-13042307;NM_001242368.1..F10,F10,199,#D55E00
Granulocytes,topic10,15:66556046-66566046;NM_172514.3..Tmem71,Tmem71,201.5,#D55E00
Granulocytes,topic10,2:32716054-32726054;NM_013781.3..Sh2d3c,Sh2d3c,201.5,#D55E00
Granulocytes,topic10,15:78383769-78393769;NM_001163613.1..Tex33,Tex33,203.5,#D55E00
Granulocytes,topic10,4:63339555-63349555;NM_008768.2..Orm1,Orm1,203.5,#D55E00
Granulocytes,topic10,16:3713124-3723124;NM_001161790.1..Mefv,Mefv,206,#D55E00
Granulocytes,topic10,2:158605757-158615757;NM_009508.2..Slc32a1,Slc32a1,206,#D55E00
Granulocytes,topic10,7:121069530-121079530;NM_030691.1..Igsf6,Igsf6,206,#D55E00
Granulocytes,topic10,8:126966079-126976079;NM_172762.2..Rbm34,Rbm34,208.5,#D55E00
Granulocytes,topic10,8:25971744-25981744;NM_029884.1..Hgsnat,Hgsnat,208.5,#D55E00
Granulocytes,topic10,6:123117689-123127689;NM_001170332.1..Clec4a2,Clec4a2,210,#D55E00
Granulocytes,topic10,17:31272356-31282356;NM_025290.3..Rsph1,Rsph1,211,#D55E00
Granulocytes,topic10,7:3497552-3507552;NM_177363.3..Tarm1,Tarm1,212,#D55E00
Granulocytes,topic10,1:96867171-96877171;NM_172658.3..Slco4c1,Slco4c1,214,#D55E00
Granulocytes,topic10,13:100197122-100207122;NM_001126182.2..Naip2,Naip2,214,#D55E00
Granulocytes,topic10,16:91613999-91623999;NM_001099738.1..Dnajc28,Dnajc28,214,#D55E00
Granulocytes,topic10,4:140769203-140779203;NM_011061.2..Padi4,Padi4,216.5,#D55E00
Granulocytes,topic10,7:46840803-46850803;NM_010699.2..Ldha,Ldha,216.5,#D55E00
Granulocytes,topic10,14:30016302-30026302;NM_172264.2..Chdh,Chdh,218,#D55E00
Granulocytes,topic10,10:93483767-93493767;NM_010401.4..Hal,Hal,221.5,#D55E00
Granulocytes,topic10,19:53198413-53208413;NM_013758.4..Add3,Add3,221.5,#D55E00
Granulocytes,topic10,19:53325445-53335445;NM_001008543.2..Mxi1,Mxi1,221.5,#D55E00
Granulocytes,topic10,3:106477449-106487449;NM_001278941.1..Dennd2d,Dennd2d,221.5,#D55E00
Granulocytes,topic10,4:53774704-53784704;NM_009317.3..Tal2,Tal2,221.5,#D55E00
Granulocytes,topic10,9:59520501-59530501;NM_178388.2..Tmem202,Tmem202,221.5,#D55E00
Granulocytes,topic10,12:98254459-98264459;NM_008079.4..Galc,Galc,225,#D55E00
Granulocytes,topic10,14:40943209-40953209;NM_001316748.1..Tspan14,Tspan14,226,#D55E00
Granulocytes,topic10,15:103305438-103315438;NM_030720.1..Gpr84,Gpr84,227,#D55E00
Granulocytes,topic10,4:101502975-101512975;NM_001164584.1..Dnajc6,Dnajc6,228,#D55E00
Granulocytes,topic10,11:114996880-115006880;NM_134158.1..Cd300c2,Cd300c2,230,#D55E00
Granulocytes,topic10,17:73945196-73955196;NM_011723.3..Xdh,Xdh,230,#D55E00
Granulocytes,topic10,2:164633802-164643802;NM_001012723.2..Wfdc16,Wfdc16,230,#D55E00
Granulocytes,topic10,19:41976136-41986136;NM_028152.3..Mms19,Mms19,232.5,#D55E00
Granulocytes,topic10,2:178409463-178419463;NM_001085501.2..Ppp1r3d,Ppp1r3d,232.5,#D55E00
Granulocytes,topic10,19:12455778-12465778;NM_010821.1..Mpeg1,Mpeg1,234,#D55E00
Granulocytes,topic10,15:78239810-78249810;NM_008677.2..Ncf4,Ncf4,236,#D55E00
Granulocytes,topic10,3:51219446-51229446;NM_009834.2..Noct,Noct,236,#D55E00
Granulocytes,topic10,9:59651367-59661367;NM_001253883.1..Pkm,Pkm,236,#D55E00
Granulocytes,topic10,1:58725551-58735551;NM_001293805.1..Cflar,Cflar,238,#D55E00
Granulocytes,topic10,6:72299609-72309609;NM_001282071.2..Sftpb,Sftpb,239,#D55E00
Granulocytes,topic10,11:113560815-113570815;NM_001166503.1..Slc39a11,Slc39a11,241,#D55E00
Granulocytes,topic10,13:41482360-41492360;NM_001111324.2..Nedd9,Nedd9,241,#D55E00
Granulocytes,topic10,6:120088379-120098379;NM_016718.2..Ninj2,Ninj2,241,#D55E00
Granulocytes,topic10,3:101919453-101929453;NM_001039371.2..Slc22a15,Slc22a15,243,#D55E00
Granulocytes,topic10,18:76257444-76267444;NM_001311070.1..Smad2,Smad2,245,#D55E00
Granulocytes,topic10,2:24340370-24350370;NM_001039701.3..Il1rn,Il1rn,245,#D55E00
Granulocytes,topic10,4:70529928-70539928;NM_172694.2..Megf9,Megf9,245,#D55E00
Granulocytes,topic10,15:78592046-78602046;NM_028195.3..Cyth4,Cyth4,247.5,#D55E00
Granulocytes,topic10,7:122284124-122294124;NM_001316672.1..Prkcb,Prkcb,247.5,#D55E00
Granulocytes,topic10,1:165480182-165490182;NM_173029.3..Adcy10,Adcy10,250.5,#D55E00
Granulocytes,topic10,3:59257831-59267831;NM_027571.3..P2ry12,P2ry12,250.5,#D55E00
Granulocytes,topic10,4:108296090-108306090;NM_001033634.3..Zyg11b,Zyg11b,250.5,#D55E00
Granulocytes,topic10,8:119432161-119442161;NM_027950.1..Osgin1,Osgin1,250.5,#D55E00
Granulocytes,topic10,11:87788783-87798783;NM_010824.2..Mpo,Mpo,254,#D55E00
Granulocytes,topic10,3:90607893-90617893;NM_011313.2..S100a6,S100a6,254,#D55E00
Granulocytes,topic10,6:145116738-145126738;NM_008511.3..Lrmp,Lrmp,254,#D55E00
Granulocytes,topic10,6:99023298-99033298;NM_001197322.1..Foxp1,Foxp1,256,#D55E00
Granulocytes,topic10,6:121341696-121351696;NM_133661.3..Slc6a12,Slc6a12,257.5,#D55E00
Granulocytes,topic10,6:38832311-38842311;NM_001136065.2..Hipk2,Hipk2,257.5,#D55E00
Granulocytes,topic10,14:67928572-67938572;NM_177780.3..Dock5,Dock5,259.5,#D55E00
Granulocytes,topic10,7:97837938-97847938;NM_011035.2..Pak1,Pak1,259.5,#D55E00
Granulocytes,topic10,17:26503472-26513472;NM_013642.3..Dusp1,Dusp1,261.5,#D55E00
Granulocytes,topic10,19:43669881-43679881;NM_145156.1..Slc25a28,Slc25a28,261.5,#D55E00
Granulocytes,topic10,19:40654769-40664769;NM_009848.4..Entpd1,Entpd1,263.5,#D55E00
Granulocytes,topic10,6:129871672-129881672;NM_133203.5..Klra17,Klra17,263.5,#D55E00
Granulocytes,topic10,11:68427124-68437124;NM_177320.2..Pik3r5,Pik3r5,265.5,#D55E00
Granulocytes,topic10,6:99430345-99440345;NM_053202.2..Foxp1,Foxp1,265.5,#D55E00
Granulocytes,topic10,1:170639531-170649531;NM_177068.4..Olfml2b,Olfml2b,268,#D55E00
Granulocytes,topic10,14:33180066-33190066;NM_001146022.2..Wdfy4,Wdfy4,268,#D55E00
Granulocytes,topic10,4:118404336-118414336;NM_001290688.1..Med8,Med8,268,#D55E00
Granulocytes,topic10,8:114128573-114138573;NM_001290180.1..Nudt7,Nudt7,270,#D55E00
Granulocytes,topic10,11:46122903-46132903;NM_001311209.1..Adam19,Adam19,273,#D55E00
Granulocytes,topic10,12:35042188-35052188;NM_001014973.2..Snx13,Snx13,273,#D55E00
Granulocytes,topic10,15:78798042-78808042;NM_130859.2..Card10,Card10,273,#D55E00
Granulocytes,topic10,15:99365482-99375482;NM_001310622.1..Fmnl3,Fmnl3,273,#D55E00
Granulocytes,topic10,19:37545417-37555417;NM_175353.2..Exoc6,Exoc6,273,#D55E00
Granulocytes,topic10,2:178402658-178412658;NM_177191.3..Sycp2,Sycp2,277.5,#D55E00
Granulocytes,topic10,2:24340290-24350290;NM_001159562.1..Il1rn,Il1rn,277.5,#D55E00
Granulocytes,topic10,7:24394627-24404627;NM_028047.2..Smg9,Smg9,277.5,#D55E00
Granulocytes,topic10,9:105490133-105500133;NM_001253834.1..Atp2c1,Atp2c1,277.5,#D55E00
Granulocytes,topic10,12:80255371-80265371;NM_134156.2..Actn1,Actn1,280.5,#D55E00
Granulocytes,topic10,15:59643653-59653653;NM_144549.4..Trib1,Trib1,280.5,#D55E00
Granulocytes,topic10,11:83111844-83121844;NM_011407.1..Slfn1,Slfn1,285,#D55E00
Granulocytes,topic10,19:34250373-34260373;NM_007392.3..Acta2,Acta2,285,#D55E00
Granulocytes,topic10,3:102729769-102739769;NM_027533.3..Tspan2,Tspan2,285,#D55E00
Granulocytes,topic10,7:141011892-141021892;NM_001033632.1..Ifitm6,Ifitm6,285,#D55E00
Granulocytes,topic10,7:43346340-43356340;NM_001271019.1..Siglecf,Siglecf,285,#D55E00
Granulocytes,topic10,8:66481507-66491507;NM_025465.2..Tma16,Tma16,285,#D55E00
Granulocytes,topic10,8:75028685-75038685;NM_001136259.1..Tom1,Tom1,285,#D55E00
Granulocytes,topic10,10:88352075-88362075;NM_027878.2..Dram1,Dram1,289,#D55E00
Granulocytes,topic10,4:88433926-88443926;NM_025760.4..Hacd4,Hacd4,290.5,#D55E00
Granulocytes,topic10,6:90320185-90330185;NM_027928.1..Chst13,Chst13,290.5,#D55E00
Granulocytes,topic10,11:120927872-120937872;NM_027745.1..Ccdc57,Ccdc57,292,#D55E00
Granulocytes,topic10,11:121514342-121524342;NM_178763.4..Zfp750,Zfp750,295,#D55E00
Granulocytes,topic10,15:99815149-99825149;NM_023063.4..Lima1,Lima1,295,#D55E00
Granulocytes,topic10,2:35332009-35342009;NM_013515.2..Stom,Stom,295,#D55E00
Granulocytes,topic10,6:115417065-115427065;NM_011146.3..Pparg,Pparg,295,#D55E00
Granulocytes,topic10,8:13333750-13343750;NM_001291765.1..Tfdp1,Tfdp1,295,#D55E00
Granulocytes,topic10,7:142455811-142465811;NM_001136071.2..Lsp1,Lsp1,298,#D55E00
Granulocytes,topic10,12:76528559-76538559;NM_153804.4..Plekhg3,Plekhg3,300,#D55E00
Granulocytes,topic10,4:133962991-133972991;NM_016957.3..Hmgn2,Hmgn2,300,#D55E00
Granulocytes,topic10,7:43602168-43612168;NM_028913.3..Zfp819,Zfp819,300,#D55E00
Granulocytes,topic10,11:97275576-97285576;NM_008942.2..Npepps,Npepps,303,#D55E00
Granulocytes,topic10,18:76256120-76266120;NM_001252481.1..Smad2,Smad2,303,#D55E00
Granulocytes,topic10,7:101446251-101456251;NM_001143849.2..Pde2a,Pde2a,303,#D55E00
Granulocytes,topic10,12:110442178-110452178;NM_001135001.1..Ppp2r5c,Ppp2r5c,305,#D55E00
Granulocytes,topic10,19:5873465-5883465;NM_134154.3..Slc25a45,Slc25a45,306.5,#D55E00
Granulocytes,topic10,5:124441703-124451703;NM_001310727.1..Kmt5a,Kmt5a,306.5,#D55E00
Granulocytes,topic10,15:101365125-101375125;NM_028770.2..Krt80,Krt80,308.5,#D55E00
